,0,1,2,3,4,5,6,7,8,9,10
0,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,locky
1,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori
2,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,locky
3,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,ramnit
4,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,pushdo
5,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,corebot
6,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,conficker
7,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,conficker
8,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,zeus
9,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,zeus
10,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,tinba
11,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,rovnix
12,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,matsnu
13,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,tinba
14,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,pushdo
15,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,locky
16,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,ramnit
17,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,tinba
18,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,conficker
19,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,tinba
20,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori
21,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,rovnix
22,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,matsnu
23,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,tinba
24,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,locky
25,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,matsnu
26,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,tinba
27,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,conficker
28,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,tinba
29,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori
30,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,matsnu
31,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,corebot
32,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,zeus
33,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,tinba
