,0,1,2
0,benign,malicious,malicious
1,malicious,benign,malicious
2,benign,malicious,malicious
3,benign,malicious,malicious
4,malicious,benign,benign
5,benign,malicious,malicious
6,benign,malicious,malicious
7,benign,malicious,malicious
8,malicious,benign,benign
9,benign,malicious,malicious
10,benign,malicious,malicious
11,benign,malicious,malicious
12,malicious,benign,benign
13,benign,malicious,malicious
14,benign,malicious,malicious
15,benign,malicious,malicious
16,benign,malicious,malicious
17,benign,malicious,malicious
18,benign,malicious,malicious
19,benign,malicious,malicious
20,benign,malicious,malicious
21,benign,malicious,malicious
22,benign,malicious,malicious
23,benign,malicious,malicious
24,benign,malicious,malicious
25,benign,malicious,malicious
26,benign,malicious,malicious
27,benign,malicious,malicious
28,benign,malicious,malicious
29,benign,malicious,benign
30,benign,malicious,malicious
31,benign,malicious,malicious
32,malicious,benign,benign
33,benign,malicious,malicious
34,benign,malicious,malicious
35,benign,malicious,malicious
36,benign,malicious,malicious
37,malicious,benign,benign
38,malicious,benign,benign
39,benign,malicious,malicious
40,benign,malicious,malicious
41,benign,malicious,malicious
42,benign,malicious,malicious
43,benign,malicious,malicious
44,benign,malicious,malicious
45,benign,malicious,malicious
46,benign,malicious,malicious
47,benign,malicious,malicious
48,benign,malicious,malicious
49,benign,malicious,malicious
50,benign,malicious,malicious
51,benign,malicious,malicious
52,benign,malicious,malicious
53,malicious,benign,benign
54,benign,malicious,malicious
55,malicious,benign,benign
56,benign,malicious,malicious
57,benign,malicious,malicious
58,malicious,benign,benign
59,benign,malicious,malicious
60,benign,malicious,malicious
61,benign,malicious,malicious
62,benign,malicious,malicious
63,benign,malicious,malicious
64,benign,malicious,malicious
65,benign,malicious,malicious
66,benign,malicious,malicious
67,benign,malicious,malicious
68,benign,malicious,malicious
69,benign,malicious,malicious
70,benign,malicious,malicious
71,benign,malicious,malicious
72,benign,malicious,malicious
73,benign,malicious,malicious
74,benign,malicious,malicious
75,benign,malicious,malicious
76,benign,malicious,malicious
77,malicious,benign,benign
78,benign,malicious,malicious
79,benign,malicious,malicious
80,benign,malicious,malicious
81,benign,malicious,malicious
82,benign,malicious,malicious
83,benign,malicious,malicious
84,benign,malicious,malicious
85,benign,malicious,malicious
86,benign,malicious,malicious
87,malicious,benign,benign
88,benign,malicious,malicious
89,benign,malicious,benign
90,benign,malicious,malicious
91,benign,malicious,malicious
92,malicious,benign,benign
93,malicious,benign,benign
94,malicious,benign,benign
95,benign,malicious,malicious
96,benign,malicious,malicious
