,0,1,2
0,benign,malicious,malicious
1,malicious,benign,benign
2,benign,malicious,malicious
3,benign,malicious,malicious
4,benign,malicious,malicious
5,benign,malicious,malicious
6,benign,malicious,malicious
7,malicious,benign,benign
8,malicious,benign,malicious
9,benign,malicious,malicious
10,benign,malicious,malicious
11,benign,malicious,malicious
12,benign,malicious,malicious
13,benign,malicious,malicious
14,benign,malicious,malicious
15,benign,malicious,malicious
16,benign,malicious,malicious
17,benign,malicious,malicious
18,benign,malicious,malicious
19,benign,malicious,malicious
20,benign,malicious,malicious
21,benign,malicious,malicious
22,benign,malicious,malicious
23,benign,malicious,malicious
24,benign,malicious,malicious
25,benign,malicious,malicious
26,benign,malicious,malicious
27,benign,malicious,malicious
28,benign,malicious,malicious
29,benign,malicious,malicious
30,benign,malicious,malicious
31,malicious,benign,malicious
32,benign,malicious,benign
33,malicious,benign,benign
34,benign,malicious,malicious
35,benign,malicious,malicious
36,benign,malicious,malicious
37,benign,malicious,malicious
38,malicious,benign,benign
39,benign,malicious,malicious
40,benign,malicious,malicious
41,benign,malicious,benign
42,benign,malicious,malicious
43,benign,malicious,malicious
44,malicious,benign,benign
45,malicious,benign,benign
46,benign,malicious,malicious
47,benign,malicious,malicious
48,benign,malicious,malicious
49,malicious,benign,malicious
50,benign,malicious,malicious
51,malicious,benign,benign
52,benign,malicious,malicious
53,benign,malicious,malicious
54,malicious,benign,benign
55,malicious,benign,benign
56,benign,malicious,malicious
57,benign,malicious,malicious
58,benign,malicious,malicious
59,benign,malicious,malicious
60,benign,malicious,malicious
61,benign,malicious,malicious
62,malicious,benign,benign
63,malicious,benign,benign
64,malicious,benign,benign
65,benign,malicious,malicious
66,benign,malicious,malicious
67,malicious,benign,benign
68,benign,malicious,malicious
69,benign,malicious,malicious
70,benign,malicious,malicious
71,benign,malicious,malicious
72,benign,malicious,malicious
73,benign,malicious,malicious
74,benign,malicious,malicious
75,malicious,benign,benign
76,benign,malicious,malicious
77,benign,malicious,malicious
78,malicious,benign,benign
79,malicious,benign,benign
80,benign,malicious,malicious
81,benign,malicious,malicious
82,benign,malicious,malicious
83,benign,malicious,malicious
84,benign,malicious,malicious
85,benign,malicious,malicious
86,benign,malicious,benign
87,malicious,benign,benign
88,benign,malicious,malicious
89,malicious,benign,benign
90,benign,malicious,malicious
91,malicious,benign,benign
92,malicious,benign,benign
93,benign,malicious,malicious
94,benign,malicious,malicious
95,benign,malicious,malicious
96,benign,malicious,malicious
97,benign,malicious,malicious
98,benign,malicious,malicious
99,benign,malicious,malicious
100,malicious,benign,benign
101,benign,malicious,malicious
102,malicious,benign,benign
103,benign,malicious,malicious
104,benign,malicious,malicious
105,benign,malicious,malicious
106,benign,malicious,malicious
107,malicious,benign,benign
108,benign,malicious,benign
109,benign,malicious,malicious
110,benign,malicious,malicious
111,benign,malicious,malicious
112,benign,malicious,malicious
113,benign,malicious,malicious
114,benign,malicious,malicious
115,malicious,benign,benign
116,malicious,benign,benign
117,benign,malicious,malicious
118,benign,malicious,malicious
119,benign,malicious,malicious
120,benign,malicious,malicious
121,benign,malicious,malicious
122,benign,malicious,malicious
123,benign,malicious,malicious
124,benign,malicious,malicious
125,benign,malicious,malicious
126,malicious,benign,benign
127,benign,malicious,malicious
128,benign,malicious,malicious
129,benign,malicious,malicious
130,benign,malicious,malicious
131,benign,malicious,malicious
132,malicious,benign,benign
133,benign,malicious,malicious
134,benign,malicious,malicious
135,benign,malicious,malicious
136,benign,malicious,malicious
137,benign,malicious,malicious
138,benign,malicious,malicious
139,benign,malicious,malicious
140,benign,malicious,malicious
141,malicious,benign,malicious
142,benign,malicious,malicious
143,malicious,benign,benign
144,benign,malicious,malicious
145,benign,malicious,malicious
146,malicious,benign,benign
147,benign,malicious,malicious
148,benign,malicious,malicious
149,benign,malicious,malicious
150,benign,malicious,malicious
151,benign,malicious,malicious
152,benign,malicious,malicious
153,malicious,benign,benign
154,benign,malicious,malicious
155,benign,malicious,malicious
156,benign,malicious,malicious
157,benign,malicious,malicious
158,benign,malicious,malicious
159,benign,malicious,malicious
160,benign,malicious,malicious
161,benign,malicious,malicious
162,benign,malicious,malicious
163,benign,malicious,malicious
164,benign,malicious,malicious
165,benign,malicious,malicious
166,malicious,benign,benign
167,benign,malicious,malicious
168,benign,malicious,malicious
169,benign,malicious,malicious
170,benign,malicious,malicious
171,benign,malicious,malicious
172,benign,malicious,malicious
173,benign,malicious,malicious
174,malicious,benign,benign
175,benign,malicious,malicious
176,benign,malicious,malicious
177,benign,malicious,malicious
178,benign,malicious,malicious
179,benign,malicious,malicious
180,benign,malicious,malicious
181,benign,malicious,malicious
182,malicious,benign,benign
183,malicious,benign,malicious
184,benign,malicious,malicious
185,benign,malicious,malicious
186,malicious,benign,benign
187,benign,malicious,malicious
188,benign,malicious,malicious
189,benign,malicious,malicious
190,benign,malicious,malicious
191,benign,malicious,malicious
192,benign,malicious,malicious
193,malicious,benign,benign
194,malicious,benign,malicious
195,malicious,benign,benign
196,malicious,benign,benign
197,benign,malicious,malicious
198,benign,malicious,malicious
199,benign,malicious,malicious
200,benign,malicious,malicious
201,benign,malicious,malicious
202,benign,malicious,malicious
203,benign,malicious,malicious
204,benign,malicious,malicious
205,malicious,benign,benign
206,malicious,benign,benign
207,benign,malicious,malicious
208,malicious,benign,benign
209,benign,malicious,malicious
210,benign,malicious,malicious
211,benign,malicious,malicious
212,malicious,benign,benign
213,benign,malicious,malicious
214,benign,malicious,malicious
215,benign,malicious,malicious
216,malicious,benign,benign
217,benign,malicious,malicious
218,malicious,benign,benign
219,benign,malicious,malicious
220,benign,malicious,malicious
221,benign,malicious,malicious
222,benign,malicious,malicious
223,malicious,benign,benign
224,benign,malicious,malicious
225,benign,malicious,malicious
226,benign,malicious,malicious
227,benign,malicious,malicious
228,malicious,benign,benign
229,benign,malicious,malicious
230,benign,malicious,malicious
231,benign,malicious,malicious
232,benign,malicious,malicious
233,benign,malicious,malicious
234,benign,malicious,malicious
235,benign,malicious,malicious
236,benign,malicious,malicious
237,benign,malicious,malicious
238,malicious,benign,benign
239,benign,malicious,malicious
240,benign,malicious,malicious
241,benign,malicious,malicious
242,benign,malicious,malicious
243,malicious,benign,benign
244,benign,malicious,malicious
245,malicious,benign,malicious
246,benign,malicious,malicious
247,benign,malicious,malicious
248,benign,malicious,malicious
249,benign,malicious,malicious
250,benign,malicious,malicious
251,benign,malicious,malicious
252,benign,malicious,malicious
253,benign,malicious,malicious
254,benign,malicious,benign
255,malicious,benign,benign
256,benign,malicious,malicious
257,benign,malicious,malicious
258,malicious,benign,benign
259,benign,malicious,malicious
260,benign,malicious,malicious
261,benign,malicious,malicious
262,benign,malicious,malicious
263,benign,malicious,malicious
264,benign,malicious,malicious
265,benign,malicious,malicious
266,malicious,benign,malicious
267,benign,malicious,malicious
268,benign,malicious,malicious
269,benign,malicious,malicious
270,benign,malicious,malicious
271,benign,malicious,malicious
272,benign,malicious,malicious
273,benign,malicious,malicious
274,benign,malicious,malicious
275,benign,malicious,malicious
276,benign,malicious,malicious
277,benign,malicious,malicious
278,benign,malicious,malicious
279,benign,malicious,malicious
280,benign,malicious,malicious
281,benign,malicious,malicious
282,benign,malicious,malicious
283,benign,malicious,malicious
284,benign,malicious,malicious
285,benign,malicious,malicious
286,benign,malicious,malicious
287,benign,malicious,malicious
288,benign,malicious,malicious
289,malicious,benign,benign
290,benign,malicious,malicious
291,benign,malicious,malicious
292,benign,malicious,malicious
293,benign,malicious,malicious
294,benign,malicious,malicious
295,malicious,benign,malicious
296,benign,malicious,malicious
297,benign,malicious,malicious
298,malicious,benign,benign
299,benign,malicious,malicious
300,malicious,benign,benign
301,benign,malicious,malicious
302,benign,malicious,malicious
303,benign,malicious,malicious
304,benign,malicious,malicious
305,benign,malicious,malicious
306,benign,malicious,malicious
307,malicious,benign,benign
308,benign,malicious,malicious
309,benign,malicious,malicious
310,benign,malicious,malicious
311,benign,malicious,malicious
312,malicious,benign,benign
313,benign,malicious,malicious
314,benign,malicious,malicious
315,benign,malicious,malicious
316,benign,malicious,malicious
317,benign,malicious,malicious
318,benign,malicious,malicious
319,benign,malicious,malicious
320,malicious,benign,benign
321,malicious,benign,benign
322,benign,malicious,malicious
323,benign,malicious,malicious
324,benign,malicious,malicious
325,benign,malicious,malicious
326,benign,malicious,malicious
327,benign,malicious,malicious
328,benign,malicious,malicious
329,benign,malicious,malicious
330,malicious,benign,benign
331,benign,malicious,malicious
332,benign,malicious,malicious
333,benign,malicious,malicious
334,benign,malicious,malicious
335,benign,malicious,malicious
336,benign,malicious,malicious
337,benign,malicious,malicious
338,benign,malicious,malicious
339,benign,malicious,malicious
340,benign,malicious,malicious
341,malicious,benign,benign
342,benign,malicious,malicious
343,benign,malicious,malicious
344,benign,malicious,malicious
345,benign,malicious,malicious
346,benign,malicious,malicious
347,malicious,benign,benign
348,benign,malicious,malicious
349,malicious,benign,benign
350,benign,malicious,malicious
351,benign,malicious,malicious
352,benign,malicious,malicious
353,malicious,benign,benign
354,benign,malicious,malicious
355,benign,malicious,malicious
356,malicious,benign,malicious
357,benign,malicious,malicious
358,benign,malicious,benign
359,benign,malicious,malicious
360,benign,malicious,malicious
361,benign,malicious,malicious
362,benign,malicious,malicious
363,benign,malicious,malicious
364,benign,malicious,malicious
365,benign,malicious,malicious
366,malicious,benign,benign
367,benign,malicious,malicious
368,benign,malicious,malicious
369,benign,malicious,malicious
370,benign,malicious,malicious
371,benign,malicious,malicious
372,malicious,benign,benign
373,malicious,benign,benign
374,benign,malicious,malicious
375,benign,malicious,malicious
376,benign,malicious,malicious
377,benign,malicious,malicious
378,benign,malicious,malicious
379,benign,malicious,malicious
380,benign,malicious,malicious
381,benign,malicious,malicious
382,malicious,benign,benign
383,benign,malicious,malicious
384,benign,malicious,malicious
385,benign,malicious,malicious
386,malicious,benign,benign
387,benign,malicious,malicious
388,benign,malicious,malicious
389,benign,malicious,malicious
390,benign,malicious,malicious
391,benign,malicious,malicious
392,benign,malicious,malicious
393,malicious,benign,benign
394,benign,malicious,malicious
395,benign,malicious,malicious
396,benign,malicious,malicious
397,benign,malicious,malicious
398,malicious,benign,benign
399,benign,malicious,malicious
400,benign,malicious,malicious
401,malicious,benign,benign
402,benign,malicious,malicious
403,malicious,benign,benign
404,benign,malicious,malicious
405,benign,malicious,malicious
406,benign,malicious,malicious
407,benign,malicious,malicious
408,benign,malicious,malicious
409,benign,malicious,malicious
410,benign,malicious,malicious
411,malicious,benign,benign
412,benign,malicious,malicious
413,benign,malicious,malicious
414,benign,malicious,malicious
415,benign,malicious,malicious
416,benign,malicious,malicious
417,malicious,benign,benign
418,benign,malicious,malicious
419,benign,malicious,malicious
420,benign,malicious,malicious
421,benign,malicious,malicious
422,benign,malicious,malicious
423,benign,malicious,malicious
424,benign,malicious,malicious
425,benign,malicious,malicious
426,benign,malicious,malicious
427,benign,malicious,malicious
428,benign,malicious,malicious
429,benign,malicious,malicious
430,malicious,benign,benign
431,benign,malicious,malicious
432,benign,malicious,malicious
433,benign,malicious,malicious
434,benign,malicious,malicious
435,malicious,benign,benign
436,benign,malicious,malicious
437,benign,malicious,malicious
438,benign,malicious,malicious
439,benign,malicious,malicious
440,malicious,benign,benign
441,benign,malicious,malicious
442,benign,malicious,malicious
443,benign,malicious,malicious
444,benign,malicious,malicious
445,benign,malicious,malicious
446,benign,malicious,malicious
447,benign,malicious,malicious
448,malicious,benign,benign
449,benign,malicious,malicious
450,benign,malicious,malicious
451,benign,malicious,malicious
452,benign,malicious,malicious
453,malicious,benign,benign
454,malicious,benign,benign
455,benign,malicious,malicious
456,benign,malicious,malicious
457,benign,malicious,malicious
458,benign,malicious,malicious
459,benign,malicious,malicious
460,benign,malicious,malicious
461,benign,malicious,malicious
462,malicious,benign,benign
463,benign,malicious,malicious
464,benign,malicious,malicious
465,benign,malicious,malicious
466,benign,malicious,malicious
467,benign,malicious,malicious
468,malicious,benign,benign
469,benign,malicious,malicious
470,benign,malicious,malicious
471,malicious,benign,benign
472,benign,malicious,malicious
473,benign,malicious,malicious
474,benign,malicious,malicious
475,benign,malicious,malicious
476,benign,malicious,malicious
477,benign,malicious,malicious
478,malicious,benign,benign
