,0,1,2
0,malicious,benign,benign
1,benign,malicious,malicious
2,benign,malicious,malicious
3,benign,malicious,malicious
4,benign,malicious,malicious
5,benign,malicious,malicious
6,benign,malicious,malicious
7,malicious,benign,benign
8,benign,malicious,malicious
9,benign,malicious,malicious
10,malicious,benign,benign
11,benign,malicious,malicious
12,benign,malicious,malicious
13,benign,malicious,malicious
14,benign,malicious,malicious
15,benign,malicious,malicious
16,benign,malicious,malicious
17,benign,malicious,malicious
18,benign,malicious,malicious
19,benign,malicious,malicious
20,benign,malicious,malicious
21,benign,malicious,malicious
22,benign,malicious,malicious
23,benign,malicious,malicious
24,benign,malicious,malicious
25,benign,malicious,malicious
26,benign,malicious,malicious
27,benign,malicious,malicious
28,benign,malicious,malicious
29,benign,malicious,malicious
30,benign,malicious,malicious
31,benign,malicious,malicious
32,benign,malicious,benign
33,malicious,benign,benign
34,benign,malicious,malicious
35,benign,malicious,malicious
36,benign,malicious,malicious
37,benign,malicious,malicious
38,benign,malicious,malicious
39,malicious,benign,benign
40,benign,malicious,malicious
41,benign,malicious,malicious
42,malicious,benign,benign
43,benign,malicious,malicious
44,benign,malicious,malicious
45,benign,malicious,malicious
46,malicious,benign,benign
47,benign,malicious,malicious
48,benign,malicious,malicious
49,benign,malicious,malicious
50,benign,malicious,malicious
51,benign,malicious,malicious
52,benign,malicious,malicious
53,malicious,benign,benign
54,benign,malicious,malicious
55,benign,malicious,malicious
56,benign,malicious,malicious
57,benign,malicious,malicious
58,benign,malicious,benign
59,benign,malicious,malicious
60,benign,malicious,malicious
61,benign,malicious,malicious
62,benign,malicious,malicious
63,benign,malicious,malicious
64,benign,malicious,malicious
65,benign,malicious,malicious
66,benign,malicious,malicious
67,benign,malicious,malicious
68,malicious,benign,benign
69,benign,malicious,malicious
70,benign,malicious,malicious
71,benign,malicious,malicious
72,benign,malicious,malicious
73,benign,malicious,malicious
74,benign,malicious,malicious
75,benign,malicious,malicious
76,benign,malicious,malicious
77,benign,malicious,malicious
78,benign,malicious,malicious
79,benign,malicious,malicious
80,benign,malicious,malicious
81,benign,malicious,benign
82,benign,malicious,malicious
83,benign,malicious,malicious
84,benign,malicious,malicious
85,benign,malicious,malicious
86,benign,malicious,malicious
87,benign,malicious,malicious
88,benign,malicious,malicious
89,benign,malicious,malicious
90,benign,malicious,malicious
91,benign,malicious,malicious
92,malicious,benign,benign
93,benign,malicious,malicious
94,benign,malicious,malicious
95,benign,malicious,malicious
96,benign,malicious,malicious
97,benign,malicious,malicious
98,benign,malicious,malicious
99,benign,malicious,malicious
100,benign,malicious,malicious
101,malicious,benign,benign
102,benign,malicious,malicious
103,malicious,benign,benign
104,benign,malicious,malicious
105,benign,malicious,malicious
106,benign,malicious,malicious
107,malicious,benign,benign
108,benign,malicious,malicious
109,benign,malicious,malicious
110,benign,malicious,malicious
111,benign,malicious,malicious
112,benign,malicious,malicious
113,benign,malicious,malicious
114,malicious,benign,benign
115,benign,malicious,malicious
116,benign,malicious,malicious
117,benign,malicious,malicious
118,malicious,benign,benign
119,benign,malicious,malicious
120,benign,malicious,malicious
121,benign,malicious,malicious
122,benign,malicious,malicious
123,benign,malicious,malicious
124,benign,malicious,malicious
125,benign,malicious,malicious
126,benign,malicious,malicious
127,benign,malicious,malicious
128,malicious,benign,benign
129,benign,malicious,malicious
130,malicious,benign,benign
131,benign,malicious,malicious
132,benign,malicious,malicious
133,benign,malicious,malicious
134,malicious,benign,benign
135,malicious,benign,benign
136,malicious,benign,benign
137,benign,malicious,malicious
138,benign,malicious,malicious
139,benign,malicious,malicious
140,benign,malicious,malicious
141,benign,malicious,malicious
142,benign,malicious,malicious
143,benign,malicious,malicious
144,benign,malicious,malicious
145,benign,malicious,malicious
146,benign,malicious,malicious
147,benign,malicious,benign
148,benign,malicious,malicious
149,benign,malicious,malicious
150,malicious,benign,benign
151,benign,malicious,malicious
152,benign,malicious,malicious
153,benign,malicious,malicious
154,benign,malicious,malicious
155,malicious,benign,benign
156,benign,malicious,malicious
157,malicious,benign,benign
158,benign,malicious,malicious
159,benign,malicious,malicious
160,malicious,benign,benign
161,benign,malicious,malicious
162,benign,malicious,malicious
163,malicious,benign,benign
164,benign,malicious,malicious
165,benign,malicious,malicious
166,benign,malicious,malicious
167,benign,malicious,malicious
168,benign,malicious,malicious
169,malicious,benign,benign
170,benign,malicious,malicious
171,benign,malicious,malicious
172,benign,malicious,malicious
173,benign,malicious,malicious
174,benign,malicious,malicious
175,malicious,benign,benign
176,benign,malicious,malicious
177,benign,malicious,malicious
178,benign,malicious,malicious
179,benign,malicious,malicious
180,benign,malicious,malicious
181,benign,malicious,malicious
182,benign,malicious,malicious
183,benign,malicious,malicious
184,benign,malicious,benign
185,benign,malicious,malicious
186,benign,malicious,malicious
187,benign,malicious,malicious
188,benign,malicious,malicious
189,benign,malicious,malicious
190,benign,malicious,malicious
191,benign,malicious,malicious
192,benign,malicious,malicious
193,benign,malicious,malicious
194,benign,malicious,malicious
195,benign,malicious,malicious
196,benign,malicious,malicious
197,benign,malicious,malicious
198,benign,malicious,malicious
199,benign,malicious,malicious
200,malicious,benign,benign
201,benign,malicious,malicious
202,benign,malicious,malicious
203,malicious,benign,benign
204,benign,malicious,malicious
205,benign,malicious,malicious
206,benign,malicious,malicious
207,benign,malicious,malicious
208,benign,malicious,malicious
209,malicious,benign,benign
210,benign,malicious,malicious
211,malicious,benign,malicious
212,benign,malicious,malicious
213,benign,malicious,malicious
214,benign,malicious,malicious
215,benign,malicious,malicious
216,benign,malicious,malicious
217,malicious,benign,benign
218,malicious,benign,malicious
219,benign,malicious,malicious
220,benign,malicious,malicious
221,malicious,benign,benign
222,malicious,benign,benign
223,benign,malicious,malicious
224,benign,malicious,malicious
225,benign,malicious,malicious
226,benign,malicious,malicious
227,benign,malicious,malicious
228,malicious,benign,benign
