,actual,pred
0,zeus,zeus
1,rovnix,rovnix
2,new_goz,new_goz
3,tinba,tinba
4,conficker,tinba
5,locky,tinba
6,tinba,tinba
7,new_goz,new_goz
8,pushdo,pushdo
9,pushdo,pushdo
10,locky,rovnix
11,pushdo,pushdo
12,rovnix,rovnix
13,new_goz,zeus
14,locky,goz
15,new_goz,new_goz
16,locky,pushdo
17,pushdo,pushdo
18,rovnix,rovnix
19,tinba,tinba
20,conficker,new_goz
21,zeus,zeus
22,new_goz,new_goz
23,tinba,tinba
24,pushdo,pushdo
25,goz,goz
26,pushdo,locky
27,pushdo,pushdo
28,new_goz,zeus
29,pushdo,pushdo
30,rovnix,rovnix
31,goz,goz
32,new_goz,new_goz
33,banjori,locky
34,goz,goz
35,new_goz,new_goz
36,locky,goz
37,goz,goz
38,locky,goz
39,pushdo,pushdo
40,pushdo,pushdo
41,pushdo,pushdo
42,rovnix,rovnix
43,locky,tinba
44,new_goz,new_goz
45,banjori,new_goz
46,new_goz,zeus
47,locky,goz
48,pushdo,pushdo
49,rovnix,rovnix
50,new_goz,goz
51,rovnix,rovnix
52,new_goz,new_goz
53,conficker,pushdo
54,pushdo,pushdo
55,tinba,tinba
56,locky,tinba
57,rovnix,rovnix
58,goz,goz
59,pushdo,pushdo
60,new_goz,new_goz
61,pushdo,pushdo
62,tinba,tinba
63,tinba,tinba
64,conficker,conficker
65,goz,goz
66,new_goz,new_goz
67,pushdo,pushdo
68,locky,tinba
69,goz,goz
70,banjori,rovnix
71,rovnix,rovnix
72,conficker,tinba
73,pushdo,pushdo
74,rovnix,rovnix
75,rovnix,rovnix
76,locky,goz
77,goz,goz
78,conficker,conficker
79,new_goz,zeus
80,rovnix,rovnix
81,pushdo,pushdo
82,tinba,tinba
83,new_goz,new_goz
84,rovnix,rovnix
85,goz,goz
86,goz,goz
87,zeus,zeus
88,new_goz,new_goz
89,banjori,locky
90,conficker,rovnix
91,new_goz,new_goz
92,tinba,tinba
93,banjori,tinba
94,new_goz,zeus
95,banjori,rovnix
96,zeus,zeus
97,new_goz,zeus
98,new_goz,zeus
99,banjori,banjori
100,locky,pushdo
101,new_goz,new_goz
102,rovnix,rovnix
103,new_goz,new_goz
104,zeus,zeus
105,new_goz,new_goz
106,rovnix,rovnix
107,banjori,locky
108,rovnix,rovnix
109,banjori,banjori
110,goz,goz
111,conficker,tinba
112,rovnix,rovnix
113,tinba,tinba
114,conficker,tinba
115,pushdo,conficker
116,locky,tinba
117,new_goz,zeus
118,tinba,tinba
119,new_goz,new_goz
120,goz,goz
121,zeus,new_goz
122,conficker,goz
123,pushdo,pushdo
124,conficker,tinba
125,zeus,zeus
126,pushdo,rovnix
127,banjori,pushdo
128,locky,tinba
129,new_goz,zeus
130,locky,goz
131,zeus,new_goz
132,zeus,zeus
133,locky,new_goz
134,conficker,goz
135,goz,goz
136,rovnix,rovnix
137,rovnix,rovnix
138,conficker,tinba
139,pushdo,pushdo
140,banjori,tinba
141,new_goz,new_goz
142,conficker,tinba
143,rovnix,rovnix
144,new_goz,zeus
145,pushdo,pushdo
146,new_goz,new_goz
147,zeus,new_goz
148,zeus,new_goz
149,new_goz,zeus
150,goz,goz
151,conficker,locky
152,pushdo,pushdo
153,tinba,tinba
154,locky,goz
155,zeus,new_goz
156,rovnix,rovnix
157,zeus,new_goz
158,tinba,conficker
159,banjori,banjori
160,locky,tinba
161,new_goz,new_goz
162,rovnix,rovnix
163,tinba,new_goz
164,goz,goz
165,banjori,pushdo
166,goz,goz
167,rovnix,rovnix
168,new_goz,zeus
169,conficker,tinba
170,new_goz,zeus
171,rovnix,rovnix
172,rovnix,rovnix
173,goz,goz
174,rovnix,rovnix
175,new_goz,zeus
176,locky,pushdo
177,rovnix,rovnix
178,rovnix,rovnix
179,new_goz,new_goz
180,zeus,zeus
181,new_goz,new_goz
182,rovnix,rovnix
183,conficker,goz
184,zeus,zeus
185,pushdo,pushdo
186,new_goz,zeus
187,goz,goz
188,rovnix,rovnix
189,rovnix,rovnix
190,goz,goz
191,new_goz,new_goz
192,rovnix,rovnix
193,goz,goz
194,locky,tinba
195,conficker,goz
196,banjori,locky
197,new_goz,new_goz
198,goz,goz
199,rovnix,rovnix
200,new_goz,new_goz
201,pushdo,rovnix
202,goz,goz
203,locky,goz
204,rovnix,rovnix
205,rovnix,rovnix
206,locky,tinba
207,pushdo,pushdo
208,new_goz,new_goz
209,tinba,tinba
210,zeus,new_goz
211,rovnix,rovnix
212,tinba,tinba
213,rovnix,rovnix
214,conficker,tinba
215,new_goz,zeus
216,pushdo,pushdo
217,goz,goz
218,banjori,banjori
219,pushdo,pushdo
220,locky,goz
221,tinba,tinba
222,rovnix,rovnix
223,locky,new_goz
224,rovnix,rovnix
225,goz,new_goz
226,locky,goz
227,pushdo,pushdo
228,pushdo,pushdo
229,tinba,tinba
230,conficker,goz
231,banjori,rovnix
232,locky,goz
233,goz,goz
234,locky,goz
235,banjori,locky
236,zeus,new_goz
237,new_goz,zeus
238,rovnix,rovnix
239,banjori,rovnix
240,banjori,tinba
241,conficker,tinba
242,goz,goz
243,conficker,tinba
244,pushdo,pushdo
245,zeus,new_goz
246,conficker,tinba
247,new_goz,new_goz
248,pushdo,pushdo
249,banjori,pushdo
250,rovnix,rovnix
251,goz,goz
252,conficker,tinba
253,goz,goz
254,goz,goz
255,new_goz,zeus
256,conficker,goz
257,rovnix,rovnix
258,banjori,locky
259,pushdo,pushdo
