,0,1,2,3,4,5,6,7,8,9
0,new_goz,tinba,banjori,goz,zeus,conficker,pushdo,rovnix,locky,banjori
1,banjori,rovnix,new_goz,zeus,pushdo,conficker,locky,tinba,goz,banjori
2,new_goz,zeus,banjori,tinba,goz,rovnix,locky,conficker,pushdo,pushdo
3,banjori,pushdo,conficker,rovnix,locky,tinba,goz,zeus,new_goz,zeus
4,tinba,banjori,goz,new_goz,zeus,locky,conficker,pushdo,rovnix,conficker
5,banjori,new_goz,pushdo,zeus,tinba,rovnix,conficker,goz,locky,tinba
6,new_goz,zeus,banjori,tinba,goz,locky,rovnix,conficker,pushdo,pushdo
7,banjori,pushdo,rovnix,new_goz,zeus,conficker,tinba,locky,goz,goz
8,banjori,conficker,pushdo,tinba,rovnix,locky,goz,new_goz,zeus,zeus
9,banjori,pushdo,new_goz,rovnix,zeus,conficker,tinba,locky,goz,goz
10,new_goz,tinba,conficker,banjori,pushdo,zeus,goz,rovnix,locky,banjori
11,banjori,new_goz,rovnix,zeus,pushdo,conficker,locky,tinba,goz,locky
12,tinba,new_goz,banjori,goz,conficker,zeus,pushdo,locky,rovnix,rovnix
13,new_goz,tinba,banjori,zeus,goz,pushdo,conficker,rovnix,locky,banjori
14,new_goz,banjori,zeus,tinba,goz,rovnix,locky,conficker,pushdo,pushdo
15,banjori,rovnix,new_goz,pushdo,zeus,tinba,conficker,locky,goz,tinba
16,banjori,conficker,pushdo,new_goz,goz,zeus,locky,rovnix,tinba,tinba
17,banjori,conficker,tinba,pushdo,goz,rovnix,locky,new_goz,zeus,new_goz
18,banjori,new_goz,tinba,rovnix,zeus,goz,pushdo,conficker,locky,locky
19,banjori,zeus,new_goz,tinba,pushdo,goz,conficker,rovnix,locky,locky
20,banjori,pushdo,conficker,tinba,rovnix,locky,goz,new_goz,zeus,new_goz
21,banjori,new_goz,tinba,zeus,rovnix,pushdo,goz,conficker,locky,banjori
22,tinba,new_goz,conficker,banjori,goz,locky,pushdo,zeus,rovnix,rovnix
23,banjori,tinba,pushdo,rovnix,conficker,goz,locky,zeus,new_goz,zeus
24,banjori,pushdo,conficker,rovnix,tinba,locky,new_goz,goz,zeus,new_goz
25,new_goz,tinba,goz,conficker,zeus,banjori,pushdo,locky,rovnix,banjori
26,tinba,banjori,new_goz,goz,conficker,zeus,pushdo,locky,rovnix,banjori
27,banjori,pushdo,conficker,locky,rovnix,goz,tinba,zeus,new_goz,new_goz
28,banjori,rovnix,zeus,new_goz,pushdo,conficker,locky,tinba,goz,tinba
29,banjori,zeus,rovnix,tinba,new_goz,pushdo,locky,goz,conficker,locky
30,new_goz,banjori,zeus,tinba,conficker,goz,rovnix,pushdo,locky,pushdo
31,banjori,pushdo,conficker,rovnix,locky,tinba,goz,new_goz,zeus,new_goz
32,banjori,pushdo,rovnix,conficker,tinba,locky,goz,zeus,new_goz,zeus
33,banjori,pushdo,conficker,rovnix,locky,tinba,goz,new_goz,zeus,new_goz
34,banjori,rovnix,pushdo,new_goz,zeus,conficker,locky,tinba,goz,locky
35,banjori,rovnix,pushdo,new_goz,zeus,conficker,locky,tinba,goz,conficker
36,banjori,rovnix,zeus,pushdo,locky,new_goz,goz,conficker,tinba,conficker
37,new_goz,banjori,conficker,pushdo,locky,zeus,goz,rovnix,tinba,banjori
38,zeus,banjori,goz,tinba,new_goz,locky,rovnix,conficker,pushdo,pushdo
39,banjori,conficker,pushdo,tinba,locky,rovnix,goz,new_goz,zeus,zeus
40,conficker,banjori,pushdo,tinba,rovnix,locky,goz,new_goz,zeus,zeus
41,banjori,new_goz,tinba,pushdo,zeus,rovnix,conficker,locky,goz,conficker
42,banjori,new_goz,zeus,tinba,goz,rovnix,conficker,pushdo,locky,banjori
43,banjori,rovnix,new_goz,zeus,pushdo,conficker,locky,goz,tinba,tinba
44,new_goz,banjori,tinba,zeus,goz,locky,conficker,pushdo,rovnix,rovnix
45,new_goz,banjori,goz,zeus,tinba,rovnix,locky,conficker,pushdo,pushdo
46,banjori,rovnix,new_goz,pushdo,conficker,zeus,tinba,locky,goz,locky
47,banjori,conficker,pushdo,tinba,locky,goz,rovnix,new_goz,zeus,zeus
48,banjori,new_goz,rovnix,pushdo,conficker,zeus,tinba,goz,locky,conficker
49,tinba,new_goz,banjori,conficker,goz,locky,zeus,pushdo,rovnix,rovnix
50,banjori,rovnix,zeus,new_goz,pushdo,conficker,locky,goz,tinba,conficker
51,tinba,banjori,new_goz,goz,zeus,locky,rovnix,conficker,pushdo,pushdo
52,banjori,pushdo,new_goz,rovnix,conficker,zeus,locky,goz,tinba,tinba
53,new_goz,banjori,zeus,pushdo,rovnix,goz,tinba,conficker,locky,banjori
54,banjori,rovnix,new_goz,pushdo,zeus,conficker,locky,goz,tinba,tinba
55,tinba,new_goz,banjori,conficker,goz,zeus,locky,pushdo,rovnix,rovnix
56,tinba,new_goz,goz,conficker,banjori,zeus,pushdo,locky,rovnix,rovnix
57,banjori,new_goz,rovnix,pushdo,conficker,tinba,zeus,locky,goz,locky
58,banjori,new_goz,pushdo,rovnix,conficker,zeus,tinba,locky,goz,goz
59,banjori,new_goz,pushdo,conficker,rovnix,tinba,zeus,locky,goz,goz
60,banjori,rovnix,pushdo,conficker,zeus,new_goz,locky,goz,tinba,tinba
61,new_goz,banjori,zeus,tinba,conficker,pushdo,rovnix,locky,goz,conficker
62,new_goz,zeus,tinba,banjori,rovnix,goz,conficker,pushdo,locky,banjori
63,tinba,new_goz,goz,banjori,conficker,zeus,locky,pushdo,rovnix,rovnix
64,banjori,conficker,pushdo,rovnix,locky,tinba,goz,new_goz,zeus,new_goz
65,banjori,conficker,pushdo,tinba,rovnix,locky,goz,new_goz,zeus,new_goz
66,banjori,rovnix,pushdo,new_goz,zeus,conficker,locky,goz,tinba,tinba
67,new_goz,tinba,goz,banjori,zeus,conficker,pushdo,locky,rovnix,banjori
68,goz,tinba,banjori,zeus,new_goz,locky,conficker,pushdo,rovnix,banjori
69,banjori,new_goz,pushdo,rovnix,conficker,zeus,locky,tinba,goz,goz
70,tinba,new_goz,banjori,goz,zeus,conficker,pushdo,locky,rovnix,conficker
71,banjori,new_goz,tinba,zeus,conficker,rovnix,pushdo,locky,goz,goz
72,banjori,new_goz,pushdo,rovnix,zeus,conficker,tinba,locky,goz,locky
73,banjori,new_goz,zeus,rovnix,pushdo,tinba,conficker,locky,goz,goz
74,banjori,pushdo,rovnix,new_goz,conficker,zeus,tinba,goz,locky,tinba
75,banjori,new_goz,pushdo,conficker,tinba,rovnix,zeus,locky,goz,conficker
76,banjori,conficker,pushdo,tinba,locky,rovnix,goz,new_goz,zeus,zeus
77,banjori,new_goz,rovnix,zeus,locky,goz,conficker,pushdo,tinba,conficker
78,banjori,tinba,zeus,new_goz,goz,locky,rovnix,conficker,pushdo,pushdo
79,banjori,pushdo,new_goz,conficker,rovnix,tinba,zeus,locky,goz,goz
80,new_goz,goz,tinba,banjori,zeus,rovnix,locky,conficker,pushdo,pushdo
81,banjori,pushdo,new_goz,conficker,zeus,rovnix,tinba,locky,goz,goz
82,banjori,rovnix,pushdo,conficker,locky,zeus,new_goz,goz,tinba,banjori
83,banjori,conficker,tinba,pushdo,goz,locky,rovnix,new_goz,zeus,new_goz
84,tinba,new_goz,conficker,goz,banjori,locky,zeus,pushdo,rovnix,rovnix
85,tinba,new_goz,banjori,conficker,goz,zeus,locky,pushdo,rovnix,rovnix
86,banjori,pushdo,new_goz,conficker,rovnix,tinba,zeus,locky,goz,goz
87,new_goz,tinba,banjori,goz,conficker,pushdo,zeus,locky,rovnix,banjori
88,banjori,new_goz,zeus,rovnix,tinba,goz,pushdo,conficker,locky,locky
89,banjori,pushdo,rovnix,new_goz,zeus,conficker,locky,goz,tinba,tinba
90,banjori,new_goz,zeus,tinba,rovnix,goz,conficker,pushdo,locky,locky
91,banjori,pushdo,conficker,rovnix,locky,goz,tinba,zeus,new_goz,zeus
92,tinba,new_goz,goz,conficker,zeus,banjori,locky,pushdo,rovnix,banjori
93,tinba,new_goz,conficker,goz,banjori,locky,pushdo,zeus,rovnix,rovnix
94,tinba,new_goz,conficker,banjori,pushdo,goz,zeus,locky,rovnix,rovnix
95,tinba,new_goz,banjori,goz,conficker,zeus,locky,pushdo,rovnix,rovnix
96,tinba,banjori,new_goz,conficker,goz,locky,pushdo,zeus,rovnix,rovnix
97,banjori,rovnix,zeus,new_goz,tinba,locky,goz,pushdo,conficker,locky
98,banjori,new_goz,tinba,rovnix,zeus,conficker,pushdo,goz,locky,locky
99,banjori,rovnix,goz,new_goz,zeus,pushdo,conficker,tinba,locky,banjori
100,tinba,new_goz,conficker,goz,banjori,pushdo,locky,zeus,rovnix,rovnix
101,banjori,rovnix,pushdo,new_goz,zeus,conficker,tinba,locky,goz,conficker
102,tinba,new_goz,banjori,conficker,goz,zeus,locky,pushdo,rovnix,rovnix
103,tinba,new_goz,goz,banjori,conficker,zeus,pushdo,locky,rovnix,banjori
104,new_goz,banjori,tinba,zeus,goz,rovnix,locky,conficker,pushdo,pushdo
