,actual,pred
0,corebot,corebot
1,corebot,corebot
2,zeus,zeus
3,banjori,banjori
4,tinba,tinba
5,rovnix,rovnix
6,banjori,banjori
7,zeus,zeus
8,conficker,conficker
9,rovnix,rovnix
10,rovnix,rovnix
11,locky,ramnit
12,rovnix,rovnix
13,conficker,conficker
14,matsnu,matsnu
15,rovnix,rovnix
16,zeus,zeus
17,rovnix,rovnix
18,zeus,zeus
19,conficker,tinba
20,zeus,zeus
21,ramnit,locky
22,locky,conficker
23,matsnu,matsnu
24,locky,locky
25,tinba,locky
26,pushdo,pushdo
27,rovnix,rovnix
28,corebot,corebot
29,pushdo,pushdo
30,tinba,tinba
31,ramnit,ramnit
32,ramnit,ramnit
33,banjori,banjori
34,matsnu,matsnu
35,banjori,banjori
36,cryptolocker,cryptolocker
37,conficker,conficker
38,pushdo,pushdo
39,conficker,conficker
40,locky,ramnit
41,tinba,tinba
42,cryptolocker,cryptolocker
43,ramnit,ramnit
44,matsnu,matsnu
45,matsnu,matsnu
46,ramnit,ramnit
47,matsnu,matsnu
48,banjori,banjori
49,banjori,banjori
50,corebot,corebot
51,matsnu,matsnu
52,pushdo,pushdo
53,locky,locky
54,banjori,banjori
55,tinba,tinba
56,tinba,tinba
57,conficker,conficker
58,tinba,tinba
59,banjori,banjori
60,tinba,tinba
61,banjori,banjori
62,tinba,tinba
63,tinba,tinba
64,locky,tinba
65,zeus,zeus
66,pushdo,pushdo
67,rovnix,rovnix
68,rovnix,rovnix
69,tinba,tinba
70,tinba,tinba
71,pushdo,pushdo
72,locky,locky
73,corebot,corebot
74,banjori,banjori
75,matsnu,matsnu
76,matsnu,matsnu
77,tinba,tinba
78,banjori,banjori
79,tinba,tinba
80,tinba,tinba
81,banjori,banjori
82,cryptolocker,cryptolocker
83,banjori,banjori
84,tinba,tinba
85,matsnu,matsnu
86,corebot,corebot
87,matsnu,matsnu
88,conficker,conficker
89,pushdo,pushdo
90,zeus,zeus
91,corebot,corebot
92,zeus,zeus
93,cryptolocker,cryptolocker
94,matsnu,matsnu
95,tinba,tinba
96,locky,ramnit
97,locky,locky
98,rovnix,rovnix
99,matsnu,matsnu
100,matsnu,matsnu
101,matsnu,matsnu
102,banjori,banjori
103,zeus,zeus
104,ramnit,ramnit
105,conficker,conficker
106,ramnit,locky
107,rovnix,rovnix
108,matsnu,matsnu
109,zeus,zeus
110,locky,locky
111,tinba,tinba
112,cryptolocker,cryptolocker
113,cryptolocker,cryptolocker
114,conficker,conficker
115,conficker,conficker
116,pushdo,pushdo
117,conficker,conficker
118,matsnu,matsnu
119,rovnix,rovnix
120,corebot,corebot
121,rovnix,rovnix
122,ramnit,tinba
123,ramnit,ramnit
124,matsnu,matsnu
125,tinba,tinba
126,ramnit,locky
127,ramnit,locky
128,tinba,tinba
129,rovnix,rovnix
130,ramnit,ramnit
131,corebot,corebot
132,rovnix,rovnix
133,zeus,zeus
134,corebot,corebot
135,locky,locky
136,pushdo,pushdo
137,zeus,zeus
138,corebot,corebot
139,matsnu,matsnu
140,zeus,zeus
141,zeus,zeus
142,rovnix,rovnix
143,cryptolocker,cryptolocker
144,cryptolocker,cryptolocker
145,matsnu,matsnu
146,pushdo,pushdo
147,ramnit,ramnit
148,locky,ramnit
149,zeus,zeus
150,locky,tinba
151,rovnix,rovnix
152,ramnit,locky
153,corebot,corebot
154,banjori,banjori
155,zeus,zeus
156,rovnix,rovnix
157,corebot,corebot
158,cryptolocker,cryptolocker
159,corebot,corebot
160,conficker,conficker
161,banjori,banjori
162,cryptolocker,cryptolocker
163,pushdo,pushdo
164,banjori,banjori
165,pushdo,pushdo
166,pushdo,pushdo
167,corebot,corebot
168,matsnu,matsnu
169,matsnu,matsnu
170,banjori,banjori
171,matsnu,matsnu
172,banjori,banjori
173,corebot,corebot
174,cryptolocker,cryptolocker
175,corebot,corebot
176,banjori,banjori
177,cryptolocker,cryptolocker
178,corebot,corebot
179,cryptolocker,cryptolocker
180,ramnit,locky
181,matsnu,matsnu
182,rovnix,rovnix
183,pushdo,pushdo
184,corebot,corebot
185,locky,conficker
186,tinba,tinba
187,ramnit,conficker
188,zeus,zeus
189,cryptolocker,cryptolocker
190,locky,locky
191,locky,ramnit
192,zeus,zeus
193,zeus,zeus
194,conficker,conficker
195,corebot,corebot
196,locky,locky
197,locky,conficker
198,pushdo,pushdo
199,corebot,corebot
200,cryptolocker,cryptolocker
201,locky,locky
202,pushdo,pushdo
203,ramnit,ramnit
204,locky,conficker
205,banjori,banjori
206,locky,locky
207,matsnu,matsnu
208,locky,tinba
209,pushdo,pushdo
210,banjori,banjori
211,locky,ramnit
212,zeus,zeus
213,conficker,conficker
214,rovnix,rovnix
215,tinba,tinba
216,rovnix,rovnix
217,rovnix,rovnix
218,zeus,zeus
219,tinba,tinba
220,tinba,tinba
221,tinba,tinba
222,cryptolocker,cryptolocker
223,cryptolocker,cryptolocker
224,cryptolocker,cryptolocker
225,tinba,tinba
226,rovnix,rovnix
227,rovnix,rovnix
228,cryptolocker,cryptolocker
229,matsnu,matsnu
230,ramnit,ramnit
231,tinba,tinba
232,ramnit,locky
233,tinba,tinba
234,tinba,tinba
235,ramnit,ramnit
236,banjori,banjori
237,tinba,tinba
238,banjori,banjori
239,ramnit,ramnit
240,cryptolocker,cryptolocker
241,rovnix,rovnix
242,corebot,corebot
243,pushdo,pushdo
244,cryptolocker,cryptolocker
245,pushdo,pushdo
246,tinba,tinba
247,matsnu,matsnu
248,matsnu,matsnu
249,matsnu,matsnu
250,corebot,corebot
251,ramnit,conficker
252,ramnit,locky
253,conficker,conficker
254,matsnu,matsnu
255,banjori,banjori
256,banjori,banjori
257,ramnit,ramnit
258,tinba,tinba
259,matsnu,matsnu
260,rovnix,rovnix
261,zeus,zeus
262,pushdo,pushdo
263,corebot,corebot
264,tinba,tinba
265,banjori,banjori
266,corebot,corebot
267,pushdo,pushdo
268,conficker,conficker
269,pushdo,pushdo
270,ramnit,ramnit
