,actual,pred
0,ramnit,locky
1,locky,locky
2,corebot,corebot
3,zeus,zeus
4,locky,ramnit
5,matsnu,matsnu
6,tinba,tinba
7,rovnix,rovnix
8,cryptolocker,cryptolocker
9,cryptolocker,cryptolocker
10,corebot,corebot
11,locky,locky
12,zeus,zeus
13,corebot,corebot
14,ramnit,ramnit
15,corebot,corebot
16,ramnit,ramnit
17,matsnu,matsnu
18,cryptolocker,cryptolocker
19,zeus,zeus
20,banjori,banjori
21,matsnu,matsnu
22,ramnit,ramnit
23,zeus,zeus
24,corebot,corebot
25,tinba,tinba
26,matsnu,matsnu
27,tinba,tinba
28,locky,tinba
29,ramnit,ramnit
30,pushdo,pushdo
31,rovnix,rovnix
32,tinba,tinba
33,pushdo,pushdo
34,pushdo,pushdo
35,banjori,banjori
36,zeus,zeus
37,pushdo,pushdo
38,tinba,tinba
39,tinba,tinba
40,matsnu,matsnu
41,rovnix,rovnix
42,tinba,tinba
43,tinba,tinba
44,rovnix,rovnix
45,rovnix,rovnix
46,zeus,zeus
47,conficker,conficker
48,locky,locky
49,zeus,zeus
50,ramnit,ramnit
51,conficker,locky
52,zeus,zeus
53,tinba,locky
54,locky,ramnit
55,tinba,tinba
56,pushdo,pushdo
57,tinba,tinba
58,corebot,corebot
59,conficker,conficker
60,rovnix,rovnix
61,corebot,corebot
62,locky,locky
63,pushdo,pushdo
64,pushdo,pushdo
65,corebot,corebot
66,tinba,tinba
67,rovnix,rovnix
68,pushdo,pushdo
69,cryptolocker,cryptolocker
70,cryptolocker,cryptolocker
71,conficker,conficker
72,conficker,locky
73,locky,tinba
74,ramnit,ramnit
75,tinba,tinba
76,matsnu,matsnu
77,conficker,conficker
78,ramnit,ramnit
79,rovnix,rovnix
80,ramnit,ramnit
81,locky,locky
82,locky,ramnit
83,tinba,tinba
84,pushdo,pushdo
85,rovnix,rovnix
86,locky,banjori
87,corebot,corebot
88,matsnu,matsnu
89,cryptolocker,cryptolocker
90,conficker,conficker
91,pushdo,pushdo
92,ramnit,ramnit
93,corebot,corebot
94,rovnix,rovnix
95,zeus,zeus
96,ramnit,locky
97,locky,ramnit
98,ramnit,ramnit
99,matsnu,matsnu
100,rovnix,rovnix
101,banjori,banjori
102,tinba,tinba
103,cryptolocker,cryptolocker
104,locky,ramnit
105,tinba,tinba
106,banjori,banjori
107,locky,locky
108,ramnit,locky
109,cryptolocker,cryptolocker
110,matsnu,matsnu
111,zeus,zeus
112,tinba,tinba
113,banjori,banjori
114,banjori,banjori
115,ramnit,locky
116,pushdo,pushdo
117,matsnu,matsnu
118,ramnit,conficker
119,rovnix,rovnix
120,banjori,banjori
121,cryptolocker,cryptolocker
122,corebot,corebot
123,zeus,zeus
124,rovnix,rovnix
125,banjori,banjori
126,locky,locky
127,locky,locky
128,rovnix,rovnix
129,zeus,zeus
130,conficker,conficker
131,pushdo,pushdo
132,locky,conficker
133,cryptolocker,cryptolocker
134,ramnit,ramnit
135,corebot,corebot
136,ramnit,ramnit
137,cryptolocker,cryptolocker
138,ramnit,ramnit
139,pushdo,pushdo
140,rovnix,rovnix
141,conficker,conficker
142,banjori,banjori
143,pushdo,pushdo
144,matsnu,matsnu
145,locky,locky
146,rovnix,rovnix
147,tinba,tinba
148,tinba,tinba
149,cryptolocker,cryptolocker
150,rovnix,rovnix
151,corebot,corebot
152,corebot,corebot
153,ramnit,ramnit
154,ramnit,ramnit
155,zeus,zeus
156,banjori,banjori
157,banjori,banjori
158,conficker,conficker
159,locky,conficker
160,pushdo,pushdo
161,matsnu,matsnu
162,rovnix,rovnix
163,pushdo,pushdo
164,cryptolocker,cryptolocker
165,locky,locky
166,banjori,banjori
167,conficker,conficker
168,pushdo,pushdo
169,banjori,banjori
170,cryptolocker,cryptolocker
171,zeus,zeus
172,matsnu,matsnu
173,corebot,corebot
174,locky,ramnit
175,cryptolocker,cryptolocker
176,ramnit,ramnit
177,cryptolocker,cryptolocker
178,conficker,conficker
179,locky,locky
180,cryptolocker,cryptolocker
181,cryptolocker,cryptolocker
182,pushdo,pushdo
183,matsnu,matsnu
184,locky,ramnit
185,pushdo,pushdo
186,zeus,zeus
187,pushdo,pushdo
188,pushdo,pushdo
189,tinba,tinba
190,zeus,zeus
191,cryptolocker,cryptolocker
192,cryptolocker,cryptolocker
193,locky,locky
194,rovnix,rovnix
195,corebot,corebot
196,zeus,zeus
197,cryptolocker,cryptolocker
198,tinba,tinba
199,cryptolocker,cryptolocker
200,locky,locky
201,conficker,locky
202,ramnit,ramnit
203,zeus,zeus
204,conficker,conficker
205,matsnu,matsnu
206,corebot,corebot
207,locky,locky
208,tinba,tinba
209,ramnit,locky
210,conficker,locky
211,tinba,tinba
212,tinba,tinba
213,rovnix,rovnix
214,locky,locky
215,corebot,corebot
216,cryptolocker,cryptolocker
217,ramnit,conficker
218,tinba,tinba
219,corebot,corebot
220,pushdo,pushdo
221,conficker,conficker
222,cryptolocker,cryptolocker
223,cryptolocker,cryptolocker
224,banjori,banjori
225,locky,locky
226,tinba,tinba
227,banjori,banjori
228,matsnu,matsnu
229,corebot,corebot
230,zeus,zeus
231,conficker,conficker
232,corebot,corebot
233,banjori,banjori
234,zeus,zeus
235,ramnit,ramnit
236,zeus,zeus
237,corebot,corebot
238,pushdo,pushdo
239,cryptolocker,cryptolocker
240,banjori,banjori
241,locky,locky
242,rovnix,rovnix
243,matsnu,matsnu
244,ramnit,conficker
245,ramnit,ramnit
246,locky,locky
247,locky,conficker
248,ramnit,locky
249,conficker,conficker
250,pushdo,pushdo
251,tinba,tinba
252,locky,ramnit
253,pushdo,pushdo
254,tinba,tinba
255,pushdo,pushdo
256,corebot,corebot
257,rovnix,rovnix
258,banjori,banjori
259,banjori,banjori
260,conficker,conficker
261,pushdo,pushdo
262,matsnu,matsnu
263,tinba,tinba
264,banjori,banjori
265,tinba,tinba
266,ramnit,ramnit
267,tinba,tinba
268,rovnix,rovnix
269,cryptolocker,cryptolocker
270,rovnix,rovnix
271,locky,locky
272,pushdo,pushdo
273,conficker,conficker
274,corebot,corebot
275,banjori,banjori
276,conficker,conficker
277,ramnit,ramnit
278,banjori,banjori
279,zeus,zeus
280,tinba,locky
281,locky,locky
282,rovnix,rovnix
283,matsnu,matsnu
284,banjori,banjori
285,banjori,banjori
286,locky,ramnit
287,locky,locky
288,corebot,corebot
289,matsnu,matsnu
290,ramnit,locky
291,tinba,tinba
292,ramnit,ramnit
293,banjori,banjori
294,pushdo,pushdo
295,cryptolocker,cryptolocker
296,ramnit,locky
297,banjori,banjori
298,locky,ramnit
299,matsnu,matsnu
300,rovnix,rovnix
301,locky,ramnit
302,corebot,corebot
303,pushdo,pushdo
304,matsnu,matsnu
305,matsnu,matsnu
306,conficker,conficker
307,ramnit,ramnit
308,conficker,conficker
309,matsnu,matsnu
310,banjori,banjori
311,rovnix,rovnix
312,corebot,corebot
313,cryptolocker,cryptolocker
314,pushdo,pushdo
315,matsnu,matsnu
316,banjori,banjori
317,banjori,banjori
318,ramnit,ramnit
319,ramnit,ramnit
320,ramnit,conficker
321,conficker,locky
322,zeus,zeus
323,banjori,banjori
324,matsnu,matsnu
325,pushdo,pushdo
326,conficker,conficker
327,zeus,zeus
328,rovnix,rovnix
329,pushdo,pushdo
330,cryptolocker,cryptolocker
331,tinba,tinba
332,cryptolocker,cryptolocker
333,rovnix,rovnix
334,conficker,conficker
335,conficker,conficker
336,tinba,tinba
337,corebot,corebot
338,cryptolocker,cryptolocker
339,banjori,banjori
340,zeus,zeus
341,ramnit,ramnit
342,zeus,zeus
343,zeus,zeus
344,corebot,corebot
345,conficker,conficker
346,banjori,banjori
347,locky,locky
348,matsnu,matsnu
349,rovnix,rovnix
350,matsnu,matsnu
351,locky,locky
352,tinba,tinba
353,cryptolocker,cryptolocker
354,ramnit,ramnit
355,zeus,zeus
356,zeus,zeus
357,zeus,zeus
358,banjori,banjori
359,zeus,zeus
360,rovnix,rovnix
361,corebot,corebot
362,cryptolocker,cryptolocker
363,matsnu,matsnu
364,banjori,banjori
365,matsnu,matsnu
366,pushdo,pushdo
367,matsnu,matsnu
368,zeus,zeus
369,tinba,tinba
370,zeus,zeus
371,corebot,corebot
372,corebot,corebot
373,tinba,tinba
374,corebot,corebot
375,banjori,banjori
376,pushdo,pushdo
377,conficker,conficker
378,pushdo,pushdo
379,cryptolocker,cryptolocker
380,locky,locky
381,conficker,conficker
382,rovnix,rovnix
383,matsnu,matsnu
384,cryptolocker,cryptolocker
385,rovnix,rovnix
386,corebot,corebot
387,zeus,zeus
388,rovnix,rovnix
389,ramnit,conficker
390,zeus,zeus
391,rovnix,rovnix
392,pushdo,pushdo
393,corebot,corebot
394,matsnu,matsnu
395,tinba,tinba
396,conficker,conficker
397,rovnix,rovnix
398,conficker,locky
399,pushdo,pushdo
400,cryptolocker,cryptolocker
401,banjori,banjori
402,cryptolocker,cryptolocker
403,matsnu,matsnu
404,ramnit,tinba
405,pushdo,pushdo
406,corebot,corebot
407,zeus,zeus
408,corebot,corebot
409,cryptolocker,cryptolocker
410,zeus,zeus
411,pushdo,pushdo
412,zeus,zeus
413,locky,ramnit
414,matsnu,matsnu
415,tinba,tinba
