,0,1,2
0,malicious,benign,benign
1,benign,malicious,malicious
2,benign,malicious,malicious
3,benign,malicious,malicious
4,malicious,benign,benign
5,benign,malicious,malicious
6,benign,malicious,malicious
7,benign,malicious,malicious
8,benign,malicious,malicious
9,benign,malicious,malicious
10,benign,malicious,malicious
11,benign,malicious,malicious
12,benign,malicious,malicious
13,benign,malicious,malicious
14,benign,malicious,malicious
15,malicious,benign,malicious
16,benign,malicious,malicious
17,benign,malicious,malicious
18,benign,malicious,malicious
19,benign,malicious,malicious
20,benign,malicious,benign
21,benign,malicious,malicious
22,benign,malicious,malicious
23,benign,malicious,malicious
24,benign,malicious,malicious
25,benign,malicious,malicious
26,benign,malicious,malicious
27,benign,malicious,malicious
28,benign,malicious,malicious
29,benign,malicious,malicious
30,benign,malicious,malicious
31,benign,malicious,malicious
32,benign,malicious,malicious
33,benign,malicious,malicious
34,benign,malicious,benign
35,benign,malicious,malicious
36,benign,malicious,malicious
37,benign,malicious,malicious
38,benign,malicious,benign
39,benign,malicious,malicious
40,benign,malicious,malicious
41,benign,malicious,malicious
42,benign,malicious,malicious
43,benign,malicious,malicious
44,benign,malicious,malicious
45,benign,malicious,malicious
46,benign,malicious,benign
47,benign,malicious,malicious
48,benign,malicious,malicious
49,benign,malicious,malicious
50,malicious,benign,benign
51,benign,malicious,malicious
52,benign,malicious,malicious
53,benign,malicious,malicious
54,benign,malicious,malicious
55,benign,malicious,malicious
56,benign,malicious,malicious
57,malicious,benign,benign
58,benign,malicious,malicious
59,benign,malicious,malicious
60,benign,malicious,malicious
61,benign,malicious,benign
62,benign,malicious,malicious
63,benign,malicious,malicious
64,benign,malicious,malicious
65,benign,malicious,malicious
66,malicious,benign,benign
67,malicious,benign,benign
68,benign,malicious,malicious
69,benign,malicious,malicious
70,benign,malicious,malicious
71,benign,malicious,malicious
72,benign,malicious,malicious
73,benign,malicious,malicious
74,benign,malicious,malicious
75,benign,malicious,malicious
76,benign,malicious,malicious
77,benign,malicious,malicious
78,benign,malicious,malicious
79,malicious,benign,benign
80,benign,malicious,malicious
81,malicious,benign,benign
82,benign,malicious,malicious
83,benign,malicious,malicious
84,benign,malicious,benign
85,benign,malicious,malicious
86,benign,malicious,malicious
87,benign,malicious,malicious
88,benign,malicious,malicious
89,benign,malicious,malicious
90,benign,malicious,malicious
91,benign,malicious,malicious
92,benign,malicious,malicious
93,benign,malicious,malicious
94,benign,malicious,malicious
95,benign,malicious,malicious
96,benign,malicious,malicious
97,benign,malicious,malicious
98,benign,malicious,malicious
99,benign,malicious,malicious
100,benign,malicious,malicious
101,benign,malicious,malicious
102,malicious,benign,benign
103,benign,malicious,malicious
104,benign,malicious,malicious
105,benign,malicious,malicious
106,benign,malicious,malicious
107,benign,malicious,malicious
108,benign,malicious,malicious
109,benign,malicious,malicious
110,benign,malicious,malicious
111,benign,malicious,malicious
112,malicious,benign,benign
113,benign,malicious,malicious
114,benign,malicious,malicious
115,malicious,benign,benign
116,malicious,benign,benign
117,benign,malicious,malicious
118,benign,malicious,malicious
119,benign,malicious,malicious
120,benign,malicious,malicious
121,malicious,benign,benign
122,benign,malicious,malicious
123,benign,malicious,malicious
124,malicious,benign,benign
125,benign,malicious,malicious
126,malicious,benign,benign
127,benign,malicious,malicious
128,benign,malicious,malicious
129,benign,malicious,malicious
130,benign,malicious,malicious
131,benign,malicious,malicious
132,benign,malicious,malicious
133,benign,malicious,malicious
134,benign,malicious,malicious
135,benign,malicious,malicious
136,benign,malicious,malicious
137,benign,malicious,malicious
138,benign,malicious,malicious
139,malicious,benign,benign
140,malicious,benign,benign
141,benign,malicious,malicious
142,malicious,benign,benign
143,benign,malicious,malicious
144,malicious,benign,benign
145,benign,malicious,malicious
146,benign,malicious,malicious
147,benign,malicious,malicious
148,benign,malicious,malicious
149,benign,malicious,malicious
150,benign,malicious,malicious
151,benign,malicious,malicious
152,benign,malicious,malicious
153,benign,malicious,malicious
154,benign,malicious,malicious
155,benign,malicious,malicious
156,benign,malicious,malicious
157,benign,malicious,malicious
158,benign,malicious,malicious
159,benign,malicious,malicious
160,benign,malicious,malicious
161,benign,malicious,malicious
162,benign,malicious,malicious
163,benign,malicious,malicious
164,benign,malicious,malicious
165,malicious,benign,benign
166,benign,malicious,malicious
167,benign,malicious,malicious
168,benign,malicious,malicious
169,benign,malicious,malicious
170,benign,malicious,malicious
171,benign,malicious,malicious
172,benign,malicious,malicious
173,benign,malicious,benign
174,benign,malicious,malicious
175,benign,malicious,malicious
176,benign,malicious,malicious
177,benign,malicious,malicious
178,benign,malicious,malicious
179,benign,malicious,malicious
180,benign,malicious,malicious
181,benign,malicious,malicious
182,benign,malicious,malicious
183,malicious,benign,benign
184,benign,malicious,benign
185,benign,malicious,malicious
186,benign,malicious,malicious
187,benign,malicious,malicious
188,benign,malicious,malicious
189,benign,malicious,malicious
190,malicious,benign,benign
191,malicious,benign,benign
192,benign,malicious,malicious
193,benign,malicious,malicious
194,benign,malicious,malicious
195,benign,malicious,malicious
196,benign,malicious,malicious
197,benign,malicious,malicious
198,benign,malicious,malicious
199,benign,malicious,malicious
200,benign,malicious,malicious
201,benign,malicious,malicious
202,benign,malicious,malicious
203,malicious,benign,benign
204,benign,malicious,malicious
205,benign,malicious,malicious
206,malicious,benign,malicious
207,benign,malicious,malicious
208,benign,malicious,malicious
209,benign,malicious,malicious
210,benign,malicious,malicious
211,benign,malicious,malicious
212,benign,malicious,malicious
213,malicious,benign,benign
214,benign,malicious,malicious
215,malicious,benign,malicious
216,benign,malicious,malicious
217,benign,malicious,malicious
218,benign,malicious,malicious
219,benign,malicious,malicious
220,benign,malicious,malicious
221,benign,malicious,malicious
222,benign,malicious,malicious
223,benign,malicious,malicious
224,benign,malicious,malicious
225,benign,malicious,malicious
226,benign,malicious,malicious
227,malicious,benign,benign
228,benign,malicious,malicious
